recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,history_log
2,1) $0 - $100,82.06,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,4.40745068701404
1,"6) $750 - $1,000",924.44,1,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.82918814877517
7,4) $350 - $500,455.57,0,1,Rural,1,Web,Mens E-Mail,0,0,0,1,6.121549382170587
4,1) $0 - $100,48.06,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,3.872450230308323
3,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
9,2) $100 - $200,132.88,0,1,Urban,0,Web,No E-Mail,0,0,0,0,4.889446465305039
4,2) $100 - $200,121.9,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,4.803201036487226
10,4) $350 - $500,371.81,1,0,Surburban,0,Web,Mens E-Mail,1,0,0,1,5.91838297110639
2,2) $100 - $200,109.86,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,4.699206827914474
3,2) $100 - $200,109.91,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.699661849080809
1,2) $100 - $200,161.87,0,1,Surburban,1,Web,Mens E-Mail,1,0,0,1,5.086793543945869
9,4) $350 - $500,437.66,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,6.081442353226214
12,1) $0 - $100,77.93,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,4.355810987855469
6,3) $200 - $350,208.58,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,5.340322660693067
10,1) $0 - $100,56.97,1,0,Rural,0,Web,No E-Mail,0,0,0,0,4.042524813492304
5,1) $0 - $100,39.57,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,3.678071255397333
1,"6) $750 - $1,000",832.57,0,1,Urban,1,Web,No E-Mail,0,0,0,0,6.7245173024038145
7,3) $200 - $350,318.39,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,5.763277046441841
11,2) $100 - $200,103.1,0,1,Rural,1,Web,Mens E-Mail,1,0,0,1,4.635699391022914
1,5) $500 - $750,747.77,0,1,Rural,1,Phone,Mens E-Mail,0,0,0,1,6.617095444059754
9,4) $350 - $500,355.17,0,1,Urban,0,Phone,Mens E-Mail,1,1,29.99,1,5.872596548091654
10,3) $200 - $350,247.91,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,5.513065777073864
3,5) $500 - $750,590.99,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,6.381799096789172
6,1) $0 - $100,57.48,1,0,Urban,1,Web,No E-Mail,0,0,0,0,4.051437061210824
7,2) $100 - $200,146.35,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.986001013137895
8,2) $100 - $200,194.39,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.269866450374021
11,3) $200 - $350,220.98,1,0,Urban,0,Web,Mens E-Mail,1,0,0,1,5.3980721996850285
4,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
6,2) $100 - $200,163.88,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.09913445267867
1,"7) $1,000 +",1422.83,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,7.260403125036155
6,3) $200 - $350,238.15,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.472900727246869
8,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens E-Mail,1,0,0,1,3.4008639927609177
1,3) $200 - $350,259.41,1,0,Urban,1,Web,No E-Mail,0,0,0,0,5.558409821640448
11,3) $200 - $350,216.77,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.378836883606832
1,4) $350 - $500,469.62,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.151923857044801
8,4) $350 - $500,384.87,0,1,Urban,1,Multichannel,No E-Mail,0,0,0,0,5.952905614929358
5,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,1,0,0,1,3.4008639927609177
10,4) $350 - $500,434.12,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,6.0733209935778145
1,2) $100 - $200,118.05,0,1,Rural,0,Web,Mens E-Mail,1,0,0,1,4.771108263531522
9,3) $200 - $350,273.21,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,5.6102407302478365
1,"6) $750 - $1,000",773.36,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,6.65074465815635
4,2) $100 - $200,129.93,0,1,Urban,1,Web,No E-Mail,0,0,0,0,4.866995843894645
5,1) $0 - $100,90.57,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.506123032386857
11,2) $100 - $200,167.78,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,5.122653597418148
11,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
5,2) $100 - $200,107.35,1,0,Urban,1,Web,No E-Mail,0,0,0,0,4.67609452432479
1,2) $100 - $200,166.78,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,5.116675578658839
10,3) $200 - $350,318.11,0,1,Urban,0,Web,No E-Mail,0,0,0,0,5.762397234916117
6,1) $0 - $100,38.42,0,1,Urban,0,Web,No E-Mail,0,0,0,0,3.6485781573404106
8,1) $0 - $100,42.09,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,3.7398101827824792
11,3) $200 - $350,327.11,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.790296505767648
2,3) $200 - $350,299.06,1,1,Urban,1,Phone,No E-Mail,0,0,0,0,5.700644222155698
6,5) $500 - $750,673.2,1,1,Urban,1,Phone,No E-Mail,0,0,0,0,6.512042462316651
5,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
11,1) $0 - $100,57.11,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.044979232676772
5,4) $350 - $500,447.5,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,6.10367653771491
10,3) $200 - $350,210.65,1,1,Surburban,1,Web,No E-Mail,0,0,0,0,5.350197988425026
5,1) $0 - $100,99.86,0,1,Urban,1,Web,No E-Mail,0,0,0,0,4.603769205072463
2,1) $0 - $100,88.33,1,0,Urban,0,Web,Mens E-Mail,1,0,0,1,4.4810798007570405
5,2) $100 - $200,128.65,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,4.857095538727753
2,1) $0 - $100,69.64,0,1,Rural,1,Web,No E-Mail,0,0,0,0,4.243339114899988
10,5) $500 - $750,678.53,1,1,Urban,1,Web,Mens E-Mail,0,0,0,1,6.519928693478007
8,1) $0 - $100,44.55,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,3.796612153916818
7,2) $100 - $200,190.02,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,5.247129329778604
3,3) $200 - $350,215.86,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,5.3746300493972
9,3) $200 - $350,310.81,1,1,Urban,0,Web,No E-Mail,0,0,0,0,5.739181793008062
3,"6) $750 - $1,000",805.56,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,6.69153768773866
1,2) $100 - $200,110.64,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,4.706281687356503
4,2) $100 - $200,145.97,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.983401121142487
6,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
1,4) $350 - $500,401.7,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,5.995705541365236
6,5) $500 - $750,647.77,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,6.473535695075173
7,1) $0 - $100,86.95,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,4.465333240800292
3,4) $350 - $500,381.15,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,5.943192998434283
4,4) $350 - $500,444.99,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,6.09805181000363
4,"7) $1,000 +",1187.37,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,7.079496056231904
10,2) $100 - $200,119.95,0,1,Urban,0,Web,No E-Mail,0,0,0,0,4.787074989285704
11,2) $100 - $200,120.62,0,1,Surburban,0,Phone,No E-Mail,1,0,0,0,4.792645108022841
10,2) $100 - $200,150.71,0,1,Rural,1,Web,No E-Mail,0,0,0,0,5.015357460431585
2,3) $200 - $350,342.14,1,1,Rural,0,Multichannel,No E-Mail,0,0,0,0,5.835220010024146
4,2) $100 - $200,198.2,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,5.289276621895888
3,1) $0 - $100,63.08,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,4.1444037620948375
6,1) $0 - $100,36.68,0,1,Urban,1,Web,No E-Mail,0,0,0,0,3.602231647388264
9,1) $0 - $100,29.99,1,0,Rural,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
7,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
9,2) $100 - $200,164.69,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,5.104064918886117
1,2) $100 - $200,102.63,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.631130287657623
9,1) $0 - $100,98.39,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,4.588939172877674
6,2) $100 - $200,123.59,0,1,Urban,0,Web,No E-Mail,0,0,0,0,4.8169696356016445
1,3) $200 - $350,259.86,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,5.56014302445459
11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,0,0,3.4008639927609177
9,3) $200 - $350,271.29,0,1,Urban,0,Web,No E-Mail,0,0,0,0,5.603188359420499
2,1) $0 - $100,73.86,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,4.3021714094244174
6,1) $0 - $100,30.1,0,1,Rural,1,Phone,Mens E-Mail,0,0,0,1,3.40452517175483
6,5) $500 - $750,741.23,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,6.608310968497676
2,2) $100 - $200,171.23,1,0,Urban,1,Web,No E-Mail,0,0,0,0,5.14300768200088
5,2) $100 - $200,140.4,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,4.944495491591711
1,2) $100 - $200,112.68,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,4.724551943008172
6,3) $200 - $350,274.87,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0,0,5.616298258623081
1,1) $0 - $100,43.22,1,0,Urban,0,Web,No E-Mail,0,0,0,0,3.76630335107874
10,1) $0 - $100,53.36,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,3.977061401607368
5,2) $100 - $200,110.86,0,1,Rural,1,Web,Mens E-Mail,0,0,0,1,4.708268143991659
3,4) $350 - $500,382.64,1,0,Surburban,0,Phone,No E-Mail,1,0,0,0,5.947094599372042
10,3) $200 - $350,206.01,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,5.327924711300694
3,1) $0 - $100,94.21,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,4.545526333060576
6,2) $100 - $200,197.41,1,0,Urban,0,Web,Mens E-Mail,1,0,0,1,5.285282784277577
9,2) $100 - $200,160.04,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.075423783989034
10,1) $0 - $100,35.4,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,3.5667118201397288
5,4) $350 - $500,424.54,1,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,6.051006229816298
12,1) $0 - $100,58.27,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,4.065087381154983
6,1) $0 - $100,37.87,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,3.634159241913703
2,1) $0 - $100,45.66,1,0,Surburban,0,Web,Mens E-Mail,1,0,0,1,3.821222641101649
2,3) $200 - $350,287.66,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.661779227175743
11,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
4,2) $100 - $200,129.43,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.863140194454346
7,2) $100 - $200,114.76,0,1,Rural,0,Web,No E-Mail,0,0,0,0,4.742842991113164
5,2) $100 - $200,195.83,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.277246935928745
9,2) $100 - $200,110.15,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,4.7018430732483525
1,3) $200 - $350,338.73,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,5.825203329860541
1,4) $350 - $500,388.83,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.963142230103394
6,4) $350 - $500,392.67,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.972969564471738
3,3) $200 - $350,331.55,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,5.803778627814877
5,1) $0 - $100,57.51,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.051958845725663
10,1) $0 - $100,83.55,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.425445255041403
10,5) $500 - $750,659.47,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,6.49143648211589
6,3) $200 - $350,224.46,1,0,Rural,0,Web,Mens E-Mail,0,0,0,1,5.41369751758811
7,4) $350 - $500,415.85,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,6.030324618314697
7,2) $100 - $200,150.66,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.015025642397549
9,1) $0 - $100,83.18,1,0,Surburban,1,Web,Mens E-Mail,1,0,0,1,4.421006934314765
5,1) $0 - $100,41.12,1,0,Rural,1,Web,Mens E-Mail,0,0,0,1,3.7164946211469094
7,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
4,5) $500 - $750,596.52,1,1,Urban,1,Phone,No E-Mail,0,0,0,0,6.3911127698945815
10,1) $0 - $100,92.3,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,4.525044141508807
8,2) $100 - $200,132.04,1,0,Surburban,1,Phone,No E-Mail,1,0,0,0,4.883104906984992
2,4) $350 - $500,439.5,1,1,Surburban,0,Web,No E-Mail,0,0,0,0,6.085637717125231
2,5) $500 - $750,645.3,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,6.469715324941794
10,1) $0 - $100,87.05,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,4.466482666214198
1,"7) $1,000 +",1336.98,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,7.198168618126932
9,1) $0 - $100,45.1,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,3.8088822465086327
3,2) $100 - $200,115.65,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.750568388677448
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
1,1) $0 - $100,35.4,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,3.5667118201397288
1,"7) $1,000 +",1218.66,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,7.105507173431449
6,3) $200 - $350,231.56,1,0,Urban,0,Web,Mens E-Mail,1,0,0,1,5.444839019210804
5,5) $500 - $750,622.94,1,1,Surburban,1,Multichannel,Mens E-Mail,1,0,0,1,6.434450205963326
2,2) $100 - $200,124.83,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.826952811662959
6,2) $100 - $200,129.17,0,1,Urban,1,Web,No E-Mail,0,0,0,0,4.861129366243924
4,2) $100 - $200,181.36,1,0,Urban,1,Phone,Mens E-Mail,1,0,0,1,5.200484006199273
10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
5,4) $350 - $500,458.94,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,6.128919482561829
3,1) $0 - $100,93.12,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.533888983983128
9,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
2,4) $350 - $500,417.38,0,1,Rural,1,Web,No E-Mail,0,0,0,0,6.033997077826684
6,5) $500 - $750,692.82,1,1,Surburban,1,Phone,No E-Mail,0,0,0,0,6.540770225191819
7,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
3,2) $100 - $200,134.31,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,4.9001505609209834
2,1) $0 - $100,51.13,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.934371409091908
1,5) $500 - $750,628.82,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0,0,6.443845047224953
1,5) $500 - $750,591.75,1,0,Surburban,1,Phone,Mens E-Mail,1,0,0,1,6.383084248394093
10,2) $100 - $200,100.29,0,1,Urban,0,Web,No E-Mail,0,0,0,0,4.608065989100117
4,2) $100 - $200,104.86,1,0,Urban,0,Web,No E-Mail,1,0,0,0,4.652626127144386
10,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,1,0,0,0,3.4008639927609177
11,2) $100 - $200,187.73,0,1,Urban,0,Phone,No E-Mail,1,0,0,0,5.23500476033627
10,1) $0 - $100,45.04,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,3.807550983831435
11,1) $0 - $100,93.93,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.542549824006424
3,4) $350 - $500,381.74,1,1,Surburban,0,Web,No E-Mail,0,0,0,0,5.944739748601746
6,3) $200 - $350,207.44,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,5.334842141230409
2,1) $0 - $100,35.3,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,3.563882963939251
1,3) $200 - $350,318.52,0,1,Rural,0,Web,No E-Mail,0,0,0,0,5.763685267389244
10,1) $0 - $100,63.73,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,4.154655409326203
10,1) $0 - $100,53.42,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,3.9781852076818147
6,4) $350 - $500,419.08,1,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,6.038061832484764
7,1) $0 - $100,35.38,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,3.566146688731639
9,4) $350 - $500,492.98,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,6.20046860526847
2,2) $100 - $200,154.04,1,0,Surburban,0,Web,No E-Mail,1,0,0,0,5.0372123089467085
1,"6) $750 - $1,000",822.65,0,1,Urban,1,Web,Mens E-Mail,1,0,0,1,6.712530836832659
10,2) $100 - $200,156.07,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,5.050304624554462
11,1) $0 - $100,59.52,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.086312390524837
8,3) $200 - $350,323.71,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0,0,5.779848053257003
3,5) $500 - $750,672.43,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,6.510898016839005
2,2) $100 - $200,184.29,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,5.216510603843946
5,1) $0 - $100,96.08,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,4.565181177771728
10,2) $100 - $200,146.49,0,1,Rural,0,Web,No E-Mail,0,0,0,0,4.9869571667416785
3,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
10,1) $0 - $100,29.99,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
9,4) $350 - $500,382.9,1,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.947773858483249
11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
9,1) $0 - $100,83.98,0,1,Rural,0,Web,No E-Mail,1,0,0,0,4.430578675256047
4,"7) $1,000 +",1313.22,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,7.180237415484049
5,2) $100 - $200,180.78,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,5.1972808223702645
6,4) $350 - $500,450.5,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,6.110358077048392
9,1) $0 - $100,97.55,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.5803650670691205
4,1) $0 - $100,72.27,0,1,Rural,0,Web,Mens E-Mail,0,0,0,1,4.28040910529489
7,1) $0 - $100,76.56,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,4.338074747144699
3,"6) $750 - $1,000",766.09,1,1,Rural,1,Phone,Mens E-Mail,1,0,0,1,6.641299656311359
12,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
3,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
1,3) $200 - $350,222.66,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,5.405645944300561
2,4) $350 - $500,371.67,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.918006363795757
1,2) $100 - $200,141.5,0,1,Rural,1,Web,No E-Mail,0,0,0,0,4.952299717083292
2,4) $350 - $500,360.45,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.8873532508505875
6,2) $100 - $200,124.49,0,1,Rural,0,Web,No E-Mail,0,0,0,0,4.8242253913936946
9,3) $200 - $350,220.48,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,5.395806987825294
11,2) $100 - $200,113.57,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.732419386903555
3,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
4,5) $500 - $750,511.11,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,6.236584831225561
2,4) $350 - $500,453.2,0,1,Urban,0,Web,No E-Mail,0,0,0,0,6.116333529153851
7,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
11,4) $350 - $500,405.6,1,0,Urban,0,Web,No E-Mail,0,0,0,0,6.005367452276974
5,2) $100 - $200,156.34,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,5.052033122792184
10,2) $100 - $200,191.41,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,5.254417724258018
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177
5,1) $0 - $100,52.59,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,3.962525987601253
2,1) $0 - $100,42.24,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,3.743367639398006
7,"7) $1,000 +",1061.08,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,6.967042536337008
10,2) $100 - $200,109.31,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,4.694187882305744
12,3) $200 - $350,328.03,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.7931050676162545
9,2) $100 - $200,151.67,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.021707108063305
9,2) $100 - $200,104.21,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.646408094004336
9,4) $350 - $500,353.23,1,0,Rural,1,Web,Mens E-Mail,0,0,0,1,5.867119402835146
8,2) $100 - $200,115.26,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.747190446008521
10,2) $100 - $200,107.59,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.678327706605818
9,4) $350 - $500,390.11,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.966428750636759
2,1) $0 - $100,31.21,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,3.440738556282688
2,"6) $750 - $1,000",777.98,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0,0,6.6567008169070885
1,4) $350 - $500,483.92,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,6.181919603798659
1,5) $500 - $750,711.11,1,1,Surburban,1,Phone,No E-Mail,0,0,0,0,6.566827129510323
1,2) $100 - $200,147.46,0,1,Rural,0,Web,No E-Mail,1,0,0,0,4.993556952561504
2,4) $350 - $500,358.3,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.881370624310908
4,2) $100 - $200,121.58,0,1,Rural,0,Web,Mens E-Mail,0,0,0,1,4.800572482320576
12,1) $0 - $100,61.52,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,4.119362325197389
4,2) $100 - $200,119.57,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.7839019739314885
7,4) $350 - $500,369.08,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,5.911013422710355
3,1) $0 - $100,38.75,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,3.657130755799356
1,3) $200 - $350,330.71,1,1,Urban,1,Phone,No E-Mail,0,0,0,0,5.80124185841777
7,1) $0 - $100,41.8,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,3.7328963395307104
12,2) $100 - $200,153.17,0,1,Rural,0,Phone,No E-Mail,0,0,0,0,5.031548415676463
7,1) $0 - $100,56.47,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,4.033709523684745
3,5) $500 - $750,561.87,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,6.331270506409872
6,4) $350 - $500,437.85,0,1,Urban,0,Multichannel,No E-Mail,0,0,0,0,6.081876385968234
1,1) $0 - $100,97.13,0,1,Rural,0,Phone,Mens E-Mail,0,0,0,1,4.5760502874142395
6,3) $200 - $350,234.47,1,1,Rural,0,Multichannel,Mens E-Mail,0,0,0,1,5.457327647932645
5,3) $200 - $350,330.34,1,0,Surburban,1,Web,Mens E-Mail,1,0,0,1,5.800122427092944
7,2) $100 - $200,110,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,4.700480365792417
1,"7) $1,000 +",1096.52,1,0,Surburban,1,Phone,No E-Mail,1,1,499,0,6.99989680754568
12,2) $100 - $200,109.52,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,4.696107180980193
10,3) $200 - $350,284.47,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,5.650627799851681
2,1) $0 - $100,55.78,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.021415382199343
4,3) $200 - $350,208.23,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,5.338643238019602
1,2) $100 - $200,158.66,0,1,Urban,0,Web,No E-Mail,0,0,0,0,5.066763547873856
2,1) $0 - $100,98.62,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,4.59127408079598
6,3) $200 - $350,204.08,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,5.318512073833556
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177
2,"6) $750 - $1,000",776.64,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,6.6549769225382365
5,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
3,5) $500 - $750,592.55,1,1,Surburban,1,Multichannel,Mens E-Mail,1,0,0,1,6.384435257634458
7,1) $0 - $100,40.23,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,3.694612985961697
5,4) $350 - $500,460.16,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,6.1315742550926275
6,4) $350 - $500,454.49,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,6.119175911175262
2,1) $0 - $100,67.79,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,4.216414691442874
